Retail Order ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,Country,City,State,Region,latitude,longitude,Retail Sales People,Product ID,Product Name,Sub-Category,Category,Returned,Sales,Quantity,Discount,Profit,Cost,Unit CP,Unit SP,Days
3199,CA-2014-131527,1/12/14 0:00,7/12/14 0:00,Standard Class,TB-21280,Toby Braunhardt,Consumer,28540,United States,Jacksonville,North Carolina,South,"35,759573","-79,0193",Cassandra Brandow,TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",Phones,Technology,Not,"95,968",4,"0,2","9,5968","86,3712","21,5928","23,992",181
3200,CA-2017-164000,12/18/17 0:00,12/22/17 0:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,19134,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Art,Office Supplies,Not,"18,704",7,"0,2","2,338","16,366","2,338","2,672",4
3201,CA-2014-164224,5/18/14 0:00,5/20/14 0:00,Second Class,TT-21070,Ted Trevino,Consumer,44312,United States,Akron,Ohio,East,"40,417287","-82,907123",Chuck Magee,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furnishings,Furniture,Not,"149,232",3,"0,2","3,7308","145,5012","48,5004","49,744",2
3202,CA-2014-164224,5/18/14 0:00,5/20/14 0:00,Second Class,TT-21070,Ted Trevino,Consumer,44312,United States,Akron,Ohio,East,"40,417287","-82,907123",Chuck Magee,OFF-PA-10001526,Xerox 1949,Paper,Office Supplies,Not,"15,936",4,"0,2","5,7768","10,1592","2,5398","3,984",2
3203,CA-2014-158372,10/11/14 0:00,11/16/14 0:00,Standard Class,RD-19900,Ruben Dartt,Consumer,92037,United States,San Diego,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-PH-10002103,Jabra SPEAK 410,Phones,Technology,Not,"601,536",8,"0,2","60,1536","541,3824","67,6728","75,192",36
3204,CA-2014-158372,10/11/14 0:00,11/16/14 0:00,Standard Class,RD-19900,Ruben Dartt,Consumer,92037,United States,San Diego,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Accessories,Technology,Not,"10,99",1,0,"4,2861","6,7039","6,7039","10,99",36
3205,CA-2014-158372,10/11/14 0:00,11/16/14 0:00,Standard Class,RD-19900,Ruben Dartt,Consumer,92037,United States,San Diego,California,West,"36,778261","-119,417932",Anna Andreadi,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furnishings,Furniture,Not,"39,88",2,0,"11,1664","28,7136","14,3568","19,94",36
3206,CA-2014-158372,10/11/14 0:00,11/16/14 0:00,Standard Class,RD-19900,Ruben Dartt,Consumer,92037,United States,San Diego,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Paper,Office Supplies,Not,"62,24",8,0,"28,008","34,232","4,279","7,78",36
3207,CA-2014-158372,10/11/14 0:00,11/16/14 0:00,Standard Class,RD-19900,Ruben Dartt,Consumer,92037,United States,San Diego,California,West,"36,778261","-119,417932",Anna Andreadi,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furnishings,Furniture,Not,"53,2",5,0,"14,896","38,304","7,6608","10,64",36
3208,CA-2014-158372,10/11/14 0:00,11/16/14 0:00,Standard Class,RD-19900,Ruben Dartt,Consumer,92037,United States,San Diego,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-LA-10000407,Avery White Multi-Purpose Labels,Labels,Office Supplies,Not,"39,84",8,0,"18,3264","21,5136","2,6892","4,98",36
3209,CA-2016-108882,9/1/16 0:00,9/1/16 0:00,Standard Class,LA-16780,Laura Armstrong,Corporate,93727,United States,Fresno,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Accessories,Technology,Not,"349,95",5,0,"118,983","230,967","46,1934","69,99",0
3210,CA-2016-108882,9/1/16 0:00,9/1/16 0:00,Standard Class,LA-16780,Laura Armstrong,Corporate,93727,United States,Fresno,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Phones,Technology,Not,"377,928",9,"0,2","141,723","236,205","26,245","41,992",0
3211,US-2017-108245,9/22/17 0:00,9/27/17 0:00,Standard Class,SH-19975,Sally Hughsby,Corporate,77581,United States,Pearland,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-EN-10001415,Staple envelope,Envelopes,Office Supplies,Not,"13,392",3,"0,2","5,022","8,37","2,79","4,464",5
3212,US-2017-108245,9/22/17 0:00,9/27/17 0:00,Standard Class,SH-19975,Sally Hughsby,Corporate,77581,United States,Pearland,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-BI-10000773,Insertable Tab Post Binder Dividers,Binders,Office Supplies,Not,"11,228",7,"0,8","-18,5262","29,7542","4,2506","1,604",5
3213,CA-2014-142314,12/23/14 0:00,12/28/14 0:00,Standard Class,SF-20200,Sarah Foster,Consumer,47374,United States,Richmond,Indiana,Central,"40,551217","-85,602364",Kelly Williams,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,Office Supplies,Not,"207,24",11,0,"58,0272","149,2128","13,5648","18,84",5
3214,CA-2016-132409,5/26/16 0:00,5/26/16 0:00,Standard Class,TH-21235,Tiffany House,Corporate,19134,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Art,Office Supplies,Not,"1,504",1,"0,2","0,1692","1,3348","1,3348","1,504",0
3215,CA-2016-132409,5/26/16 0:00,5/26/16 0:00,Standard Class,TH-21235,Tiffany House,Corporate,19134,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-AP-10002082,Holmes HEPA Air Purifier,Appliances,Office Supplies,Not,"34,848",2,"0,2","6,534","28,314","14,157","17,424",0
3216,CA-2017-150189,8/7/17 0:00,10/7/17 0:00,First Class,VG-21790,Vivek Gonzalez,Consumer,94403,United States,San Mateo,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-LA-10002762,Avery 485,Labels,Office Supplies,Not,"75,18",6,0,"35,3346","39,8454","6,6409","12,53",61
3217,CA-2014-114433,5/13/14 0:00,5/17/14 0:00,Standard Class,NP-18325,Naresj Patel,Consumer,94601,United States,Oakland,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Accessories,Technology,Not,"149,97",3,0,"52,4895","97,4805","32,4935","49,99",4
3218,CA-2017-104640,10/11/17 0:00,11/16/17 0:00,Standard Class,FH-14275,Frank Hawley,Corporate,10024,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Binders,Office Supplies,Not,"931,176",3,"0,2","314,2719","616,9041","205,6347","310,392",36
3219,CA-2017-104640,10/11/17 0:00,11/16/17 0:00,Standard Class,FH-14275,Frank Hawley,Corporate,10024,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,TEC-PH-10002200,Samsung Galaxy Note 2,Phones,Technology,Not,"430,88",2,0,"124,9552","305,9248","152,9624","215,44",36
3220,US-2015-137008,2/10/15 0:00,8/10/15 0:00,Standard Class,JP-15460,Jennifer Patt,Corporate,8701,United States,Lakewood,New Jersey,East,"40,058324","-74,405661",Chuck Magee,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Paper,Office Supplies,Yes,"94,85",5,0,"45,528","49,322","9,8644","18,97",181
3221,US-2015-137008,2/10/15 0:00,8/10/15 0:00,Standard Class,JP-15460,Jennifer Patt,Corporate,8701,United States,Lakewood,New Jersey,East,"40,058324","-74,405661",Chuck Magee,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Envelopes,Office Supplies,Yes,"51,12",4,0,"23,004","28,116","7,029","12,78",181
3222,US-2015-137008,2/10/15 0:00,8/10/15 0:00,Standard Class,JP-15460,Jennifer Patt,Corporate,8701,United States,Lakewood,New Jersey,East,"40,058324","-74,405661",Chuck Magee,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Accessories,Technology,Yes,90,1,0,"32,4","57,6","57,6",90,181
3223,CA-2014-108189,2/10/14 0:00,5/10/14 0:00,First Class,ES-14080,Erin Smith,Corporate,85281,United States,Tempe,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,Office Supplies,Not,"9,408",2,"0,2","3,4104","5,9976","2,9988","4,704",89
3224,CA-2014-108189,2/10/14 0:00,5/10/14 0:00,First Class,ES-14080,Erin Smith,Corporate,85281,United States,Tempe,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-FA-10000735,Staples,Fasteners,Office Supplies,Not,"4,672",2,"0,2","1,46","3,212","1,606","2,336",89
3225,CA-2014-108189,2/10/14 0:00,5/10/14 0:00,First Class,ES-14080,Erin Smith,Corporate,85281,United States,Tempe,Arizona,West,"34,048928","-111,093731",Anna Andreadi,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Phones,Technology,Not,"318,4",2,"0,2","107,46","210,94","105,47","159,2",89
3226,CA-2014-108189,2/10/14 0:00,5/10/14 0:00,First Class,ES-14080,Erin Smith,Corporate,85281,United States,Tempe,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,Office Supplies,Not,"12,768",6,"0,2","4,6284","8,1396","1,3566","2,128",89
3227,CA-2014-108189,2/10/14 0:00,5/10/14 0:00,First Class,ES-14080,Erin Smith,Corporate,85281,United States,Tempe,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-SU-10003567,Stiletto Hand Letter Openers,Supplies,Office Supplies,Not,"15,36",2,"0,2","-3,264","18,624","9,312","7,68",89
3228,CA-2014-108189,2/10/14 0:00,5/10/14 0:00,First Class,ES-14080,Erin Smith,Corporate,85281,United States,Tempe,Arizona,West,"34,048928","-111,093731",Anna Andreadi,TEC-PH-10001557,Pyle PMP37LED,Phones,Technology,Not,"230,376",3,"0,2","20,1579","210,2181","70,0727","76,792",89
3229,CA-2014-108189,2/10/14 0:00,5/10/14 0:00,First Class,ES-14080,Erin Smith,Corporate,85281,United States,Tempe,Arizona,West,"34,048928","-111,093731",Anna Andreadi,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Accessories,Technology,Not,"7,16",1,"0,2","-0,0895","7,2495","7,2495","7,16",89
3230,CA-2014-154641,11/8/14 0:00,11/8/14 0:00,Standard Class,KL-16645,Ken Lonsdale,Consumer,10035,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-ST-10004459,Tennsco Single-Tier Lockers,Storage,Office Supplies,Not,"375,34",1,0,"18,767","356,573","356,573","375,34",0
3231,CA-2017-131625,1/9/17 0:00,5/9/17 0:00,Second Class,BN-11515,Bradley Nguyen,Consumer,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Furnishings,Furniture,Not,"114,9",5,0,"39,066","75,834","15,1668","22,98",120
3232,US-2017-156356,4/16/17 0:00,4/22/17 0:00,Standard Class,ND-18370,Natalie DeCherney,Consumer,77095,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-BI-10000632,Satellite Sectional Post Binders,Binders,Office Supplies,Not,"26,046",3,"0,8","-44,2782","70,3242","23,4414","8,682",6
3233,US-2017-156356,4/16/17 0:00,4/22/17 0:00,Standard Class,ND-18370,Natalie DeCherney,Consumer,77095,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Binders,Office Supplies,Not,"2,896",1,"0,8","-4,7784","7,6744","7,6744","2,896",6
3234,US-2017-156356,4/16/17 0:00,4/22/17 0:00,Standard Class,ND-18370,Natalie DeCherney,Consumer,77095,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-ST-10002301,Tennsco Commercial Shelving,Storage,Office Supplies,Not,"32,544",2,"0,2","-7,7292","40,2732","20,1366","16,272",6
3235,CA-2016-138933,4/24/16 0:00,4/27/16 0:00,First Class,JL-15130,Jack Lebron,Consumer,92503,United States,Riverside,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Binders,Office Supplies,Not,"3,984",1,"0,2","1,3944","2,5896","2,5896","3,984",3
3236,CA-2016-140746,1/15/16 0:00,1/15/16 0:00,Same Day,RC-19825,Roy Collins,Consumer,6824,United States,Fairfield,Connecticut,East,"41,603221","-73,087749",Chuck Magee,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Tables,Furniture,Not,"181,797",1,"0,3","-15,5826","197,3796","197,3796","181,797",0
3237,CA-2016-146836,2/5/16 0:00,2/5/16 0:00,Same Day,CC-12475,Cindy Chapman,Consumer,10024,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-ST-10001580,Super Decoflex Portable Personal File,Storage,Office Supplies,Not,"44,94",3,0,"12,5832","32,3568","10,7856","14,98",0
3238,CA-2016-146836,2/5/16 0:00,2/5/16 0:00,Same Day,CC-12475,Cindy Chapman,Consumer,10024,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-BI-10000315,Poly Designer Cover & Back,Binders,Office Supplies,Not,"45,576",3,"0,2","15,9516","29,6244","9,8748","15,192",0
3239,US-2016-127971,11/20/16 0:00,11/27/16 0:00,Standard Class,DW-13195,David Wiener,Corporate,77095,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,Furniture,Not,"318,43",5,"0,3","-77,333","395,763","79,1526","63,686",7
3240,US-2016-127971,11/20/16 0:00,11/27/16 0:00,Standard Class,DW-13195,David Wiener,Corporate,77095,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Phones,Technology,Not,"122,92",7,"0,2","46,095","76,825","10,975","17,56",7
3241,US-2016-127971,11/20/16 0:00,11/27/16 0:00,Standard Class,DW-13195,David Wiener,Corporate,77095,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,FUR-FU-10000023,Eldon Wave Desk Accessories,Furnishings,Furniture,Not,"7,068",3,"0,6","-2,8272","9,8952","3,2984","2,356",7
3242,US-2016-140809,1/2/16 0:00,3/2/16 0:00,First Class,CK-12760,Cyma Kinney,Corporate,22204,United States,Arlington,Virginia,South,"37,431573","-78,656894",Cassandra Brandow,OFF-ST-10002214,X-Rack File for Hanging Folders,Storage,Office Supplies,Not,"56,45",5,0,"14,677","41,773","8,3546","11,29",60
3243,CA-2017-114524,3/31/17 0:00,5/4/17 0:00,Second Class,EG-13900,Emily Grady,Consumer,60623,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Binders,Office Supplies,Not,"13,468",13,"0,8","-22,8956","36,3636","2,7972","1,036",34
3244,CA-2017-113355,1/12/17 0:00,5/12/17 0:00,Standard Class,SJ-20215,Sarah Jordon,Consumer,75051,United States,Grand Prairie,Texas,Central,"31,968599","-99,901813",Kelly Williams,TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Phones,Technology,Not,"219,8",5,"0,2","24,7275","195,0725","39,0145","43,96",120
3245,CA-2017-113355,1/12/17 0:00,5/12/17 0:00,Standard Class,SJ-20215,Sarah Jordon,Consumer,75051,United States,Grand Prairie,Texas,Central,"31,968599","-99,901813",Kelly Williams,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Furniture,Not,"317,058",3,"0,3","-18,1176","335,1756","111,7252","105,686",120
3246,US-2017-140907,10/12/17 0:00,12/12/17 0:00,Second Class,BP-11185,Ben Peterman,Corporate,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Accessories,Technology,Not,"49,08",3,0,"4,908","44,172","14,724","16,36",61
3247,US-2017-140907,10/12/17 0:00,12/12/17 0:00,Second Class,BP-11185,Ben Peterman,Corporate,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,Office Supplies,Not,"324,9",5,0,"38,988","285,912","57,1824","64,98",61
3248,US-2017-140907,10/12/17 0:00,12/12/17 0:00,Second Class,BP-11185,Ben Peterman,Corporate,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-AR-10000799,Col-Erase Pencils with Erasers,Art,Office Supplies,Not,"18,24",3,0,"5,2896","12,9504","4,3168","6,08",61
3249,CA-2016-159730,9/17/16 0:00,9/21/16 0:00,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Chairs,Furniture,Not,"113,888",2,"0,2","9,9652","103,9228","51,9614","56,944",4
3250,CA-2016-159730,9/17/16 0:00,9/21/16 0:00,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,TEC-PH-10002085,Clarity 53712,Phones,Technology,Not,"105,584",2,"0,2","7,9188","97,6652","48,8326","52,792",4
3251,CA-2016-157868,12/23/16 0:00,12/29/16 0:00,Standard Class,MC-17590,Matt Collister,Corporate,49505,United States,Grand Rapids,Michigan,Central,"44,314844","-85,602364",Kelly Williams,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Fasteners,Office Supplies,Not,"24,85",7,0,"11,6795","13,1705","1,8815","3,55",6
3252,CA-2017-119389,4/17/17 0:00,4/19/17 0:00,First Class,BG-11740,Bruce Geld,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,FUR-FU-10001473,DAX Wood Document Frame,Furnishings,Furniture,Not,"60,312",3,"0,2","5,2773","55,0347","18,3449","20,104",2
3253,CA-2017-110373,10/27/17 0:00,10/30/17 0:00,Second Class,MA-17560,Matt Abelman,Home Office,60610,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-AR-10003045,Prang Colored Pencils,Art,Office Supplies,Not,"7,056",3,"0,2","2,205","4,851","1,617","2,352",3
3254,CA-2017-110373,10/27/17 0:00,10/30/17 0:00,Second Class,MA-17560,Matt Abelman,Home Office,60610,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Phones,Technology,Not,"27,184",2,"0,2","2,0388","25,1452","12,5726","13,592",3
3255,CA-2016-155474,8/7/16 0:00,8/7/16 0:00,Standard Class,CC-12220,Chris Cortes,Consumer,98105,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Phones,Technology,Not,"107,984",1,"0,2","9,4486","98,5354","98,5354","107,984",0
3256,CA-2016-155474,8/7/16 0:00,8/7/16 0:00,Standard Class,CC-12220,Chris Cortes,Consumer,98105,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders,Office Supplies,Not,"19,296",3,"0,2","6,03","13,266","4,422","6,432",0
3257,CA-2015-155453,9/8/15 0:00,9/8/15 0:00,Standard Class,RA-19885,Ruben Ausman,Corporate,32216,United States,Jacksonville,Florida,South,"27,664827","-81,515754",Cassandra Brandow,OFF-LA-10001613,Avery File Folder Labels,Labels,Office Supplies,Not,"4,608",2,"0,2","1,6704","2,9376","1,4688","2,304",0
3258,US-2016-161844,9/12/16 0:00,12/14/16 0:00,Second Class,DK-12835,Damala Kotsonis,Corporate,37064,United States,Franklin,Tennessee,South,"35,517491","-86,580447",Cassandra Brandow,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Tables,Furniture,Not,"79,974",3,"0,4","-29,3238","109,2978","36,4326","26,658",93
3259,US-2016-161844,9/12/16 0:00,12/14/16 0:00,Second Class,DK-12835,Damala Kotsonis,Corporate,37064,United States,Franklin,Tennessee,South,"35,517491","-86,580447",Cassandra Brandow,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders,Office Supplies,Not,"2,946",2,"0,7","-2,0622","5,0082","2,5041","1,473",93
3260,US-2016-162103,11/13/16 0:00,11/17/16 0:00,Standard Class,LB-16795,Laurel Beltran,Home Office,60035,United States,Highland Park,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Binders,Office Supplies,Not,"3,136",2,"0,8","-4,704","7,84","3,92","1,568",4
3261,CA-2014-151554,11/14/14 0:00,11/15/14 0:00,First Class,CM-11815,Candace McMahon,Corporate,77506,United States,Pasadena,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-PA-10004609,Xerox 221,Paper,Office Supplies,Not,"20,736",4,"0,2","7,2576","13,4784","3,3696","5,184",1
3262,CA-2014-140662,11/17/14 0:00,11/19/14 0:00,First Class,TS-21205,Thomas Seio,Corporate,94109,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Accessories,Technology,Not,"99,98",2,0,"7,9984","91,9816","45,9908","49,99",2
3263,CA-2014-140662,11/17/14 0:00,11/19/14 0:00,First Class,TS-21205,Thomas Seio,Corporate,94109,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-PA-10003395,Xerox 1941,Paper,Office Supplies,Not,"733,95",7,0,"352,296","381,654","54,522","104,85",2
3264,CA-2014-140662,11/17/14 0:00,11/19/14 0:00,First Class,TS-21205,Thomas Seio,Corporate,94109,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,Office Supplies,Not,"241,44",3,0,"72,432","169,008","56,336","80,48",2
3265,CA-2016-122518,4/3/16 0:00,8/3/16 0:00,Second Class,RF-19345,Randy Ferguson,Corporate,33180,United States,Miami,Florida,South,"27,664827","-81,515754",Cassandra Brandow,OFF-LA-10001641,Avery 518,Labels,Office Supplies,Not,"10,08",4,"0,2","3,528","6,552","1,638","2,52",122
3266,US-2014-126571,11/10/14 0:00,11/10/14 0:00,Standard Class,JF-15565,Jill Fjeld,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-ST-10003816,Fellowes High-Stak Drawer Files,Storage,Office Supplies,Not,"281,904",2,"0,2","10,5714","271,3326","135,6663","140,952",0
3267,US-2014-126571,11/10/14 0:00,11/10/14 0:00,Standard Class,JF-15565,Jill Fjeld,Consumer,19120,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-EN-10002230,Airmail Envelopes,Envelopes,Office Supplies,Not,"201,432",3,"0,2","67,9833","133,4487","44,4829","67,144",0
3268,CA-2014-143840,5/22/14 0:00,5/29/14 0:00,Standard Class,EH-14185,Evan Henry,Consumer,35601,United States,Decatur,Alabama,South,"32,318231","-86,902298",Cassandra Brandow,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Phones,Technology,Yes,"135,98",2,0,"33,995","101,985","50,9925","67,99",7
3269,CA-2014-143840,5/22/14 0:00,5/29/14 0:00,Standard Class,EH-14185,Evan Henry,Consumer,35601,United States,Decatur,Alabama,South,"32,318231","-86,902298",Cassandra Brandow,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,Phones,Technology,Yes,"44,95",1,0,"12,586","32,364","32,364","44,95",7
3270,CA-2014-115980,7/15/14 0:00,7/19/14 0:00,Standard Class,VW-21775,Victoria Wilson,Corporate,57103,United States,Sioux Falls,South Dakota,Central,"43,969515","-99,901813",Kelly Williams,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Accessories,Technology,Not,"2,97",3,0,"1,3068","1,6632","0,5544","0,99",4
3271,CA-2014-115980,7/15/14 0:00,7/19/14 0:00,Standard Class,VW-21775,Victoria Wilson,Corporate,57103,United States,Sioux Falls,South Dakota,Central,"43,969515","-99,901813",Kelly Williams,OFF-FA-10000304,Advantus Push Pins,Fasteners,Office Supplies,Not,"6,54",3,0,"2,6814","3,8586","1,2862","2,18",4
3272,CA-2015-155145,12/27/15 0:00,12/29/15 0:00,Second Class,KN-16450,Kean Nguyen,Corporate,93277,United States,Visalia,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,Accessories,Technology,Not,"7,92",8,0,"3,4848","4,4352","0,5544","0,99",2
3273,CA-2015-146038,9/2/15 0:00,9/2/15 0:00,Standard Class,SJ-20215,Sarah Jordon,Consumer,90049,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Chairs,Furniture,Not,"203,92",5,"0,2","22,941","180,979","36,1958","40,784",0
3274,CA-2017-133865,8/5/17 0:00,12/5/17 0:00,Standard Class,PS-19045,Penelope Sewall,Home Office,90032,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Copiers,Technology,Not,"3359,952",6,"0,2","1049,985","2309,967","384,9945","559,992",122
3275,CA-2017-116358,2/11/17 0:00,6/11/17 0:00,Standard Class,KM-16225,Kalyca Meade,Corporate,66212,United States,Overland Park,Kansas,Central,"39,011902","-98,484246",Kelly Williams,OFF-FA-10003495,Staples,Fasteners,Office Supplies,Not,"18,24",3,0,"9,12","9,12","3,04","6,08",120
3276,CA-2017-116358,2/11/17 0:00,6/11/17 0:00,Standard Class,KM-16225,Kalyca Meade,Corporate,66212,United States,Overland Park,Kansas,Central,"39,011902","-98,484246",Kelly Williams,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Art,Office Supplies,Not,"27,78",6,0,"9,1674","18,6126","3,1021","4,63",120
3277,CA-2014-102988,5/4/14 0:00,9/4/14 0:00,Second Class,GM-14695,Greg Maxwell,Corporate,22304,United States,Alexandria,Virginia,South,"37,431573","-78,656894",Cassandra Brandow,OFF-AR-10004757,Crayola Colored Pencils,Art,Office Supplies,Not,"22,96",7,0,"7,5768","15,3832","2,1976","3,28",123
3278,CA-2014-102988,5/4/14 0:00,9/4/14 0:00,Second Class,GM-14695,Greg Maxwell,Corporate,22304,United States,Alexandria,Virginia,South,"37,431573","-78,656894",Cassandra Brandow,TEC-PH-10001615,AT&T CL82213,Phones,Technology,Not,"28,99",1,0,"8,4071","20,5829","20,5829","28,99",123
3279,CA-2014-102988,5/4/14 0:00,9/4/14 0:00,Second Class,GM-14695,Greg Maxwell,Corporate,22304,United States,Alexandria,Virginia,South,"37,431573","-78,656894",Cassandra Brandow,OFF-PA-10003349,Xerox 1957,Paper,Office Supplies,Not,"12,96",2,0,"6,3504","6,6096","3,3048","6,48",123
